"cnpj","nome","endereco","complemento","bairro","cep","municipio","uf","pais","ddd","numero","cod_compe_s_dv","x12"
"54037916","SICOOB - PA SÃO CARLOS","RUA EPISCOPAL, 1347","NUCLEO RESIDENCIAL SILVIO VILARI","CENTRO","13560-570","SAO CARLOS","SP","Brasil","-","-","-",NA
"54037916","SICOOB - PA SÃO JOSÉ DA BELA VISTA","RUA CAPITAO ANSELMO DINIZ, 1123","-","CENTRO","14440-000","SAO JOSE DA BELA VISTA","SP","Brasil","16","31421322","-",NA
"54037916","SICOOB - PA SJRP AV A HADDAD","AV. ANÍSIO HADDAD, 6900","CENTRO EMPRESARIAL DÁCIA SELECT","JARDIM ACLIMAÇÃO","15091-380","SAO JOSE DO RIO PRETO","SP","Brasil","-","-","-",NA
"54037916","SICOOB - PA TAMBAÚ","RUA SANTO ANTONIO, 166","-","CENTRO","13710-000","TAMBAU","SP","Brasil","19","36734058","-",NA
"54037916","SICOOB - PA TAUBATÉ","AVENIDA ITÁLIA, 928","SALA 903, EDIFÍCIO THE ONE OFFICE TOWER","JARDIM DAS NAÇÕES","12030-212","TAUBATE","SP","Brasil","17","33459000","-",NA
"54037916","SICOOB PA - AGUAI","RUA SETE DE SETEMBRO, 115","-","CENTRO","13860-000","AGUAI","SP","Brasil","19","36529499","-",NA
"54037916","SICOOB PA - AGUDOS","AVENIDA RUI BARBOSA, 246","-","CENTRO","17120-000","AGUDOS","SP","Brasil","14","32629510","-",NA
"54037916","SICOOB PA - APARECIDA DO TABOADO","AVENIDA ORLANDO MASCARENHAS PEREIRA, 1088","-","CENTRO","79570-000","APARECIDA DO TABOADO","MS","Brasil","67","33045116","-",NA
"54037916","SICOOB PA - ARACATUBA","RUA LUIZ PEREIRA BARRETO, 99","-","CENTRO","16010-320","ARACATUBA","SP","Brasil","18","36367676","-",NA
"54037916","SICOOB PA - ARARAQUARA","AVENIDA DUQUE DE CAXIAS, 578","-","CENTRO","14801-120","ARARAQUARA","SP","Brasil","16","33012500","-",NA
"54037916","SICOOB PA - AVARE","RUA MARANHAO, 1.506","-","CENTRO","18705-060","AVARE","SP","Brasil","14","37310320","-",NA
"54037916","SICOOB PA - BAURU","RUA RUBENS PAGANI, 36","QUADRA 5","VILA SAMARITANA","17016-210","BAURU","SP","Brasil","14","31040100","-",NA
"54037916","SICOOB PA - BEBEDOURO - CENTRO","PÇ MONSENHOR ARISTIDES DA SILVEIRA LEITE, 207","-","CENTRO","14700-119","BEBEDOURO","SP","Brasil","17","33459797","-",NA
"54037916","SICOOB PA - BEBEDOURO - CENTRO COMERCIAL COOPERCITRUS","AVENIDA QUITO STAMATO, 530","BLOCO 05","JARDIM DO SONHO","14700-440","BEBEDOURO","SP","Brasil","17","33459292","-",NA
"54037916","SICOOB PA - BEBEDOURO - SHOPPING","AVENIDA ALLAN KARDEC, 1.451","LOJAS 25, 26 E 27","CENTRO","14701-464","BEBEDOURO","SP","Brasil","17","33441050","-",NA
"54037916","SICOOB PA - BIRIGUI","PRAÇA DR. GAMA, 40","-","CENTRO","16200-003","BIRIGUI","SP","Brasil","18","36433250","-",NA
"54037916","SICOOB PA - BORBOREMA","RUA QUINTINO BOCAIÚVA Nº 665","-","CENTRO","14955-000","BORBOREMA","SP","Brasil","16","32669999","-",NA
"54037916","SICOOB PA - BOTUCATU","RUA JOÃO PASSOS, 263","-","CENTRO","18600-040","BOTUCATU","SP","Brasil","14","38113920","-",NA
"54037916","SICOOB PA - CAMPINAS","AVENIDA CORONEL SILVA TELES, 721","-","CAMBUÍ","13024-001","CAMPINAS","SP","Brasil","-","-","-",NA
"54037916","SICOOB PA - CATANDUVA","RUA SERGIPE, 427","-","CENTRO","15800-100","CATANDUVA","SP","Brasil","17","35319555","-",NA
"54037916","SICOOB PA - COLINA","RUA SETE DE SETEMBRO, 44","-","CENTRO","14770-000","COLINA","SP","Brasil","17","33419555","-",NA
"54037916","SICOOB PA - FERNANDOPOLIS","AVENIDA AMADEU BIZELLI, 1080","-","CENTRO","15600-019","FERNANDOPOLIS","SP","Brasil","17","34650555","-",NA
"54037916","SICOOB PA - FRUTAL","AVENIDA CORONEL DELFINO NUNES Nº 66","QUADRA 27 , LOTE 4","CENTRO","38200-000","FRUTAL","MG","Brasil","34","34211900","-",NA
"54037916","SICOOB PA - GARÇA","ALAMEDA MATHIAS MANCHINI, 22","QUADRA Nº 54-A, LOTE Nº 10P","FERRARÓPOLIS","17400-000","GARCA","SP","Brasil","14","34717930","-",NA
"54037916","SICOOB PA - GUAÍRA","RUA 10, 858","-","CENTRO","14790-000","GUAIRA","SP","Brasil","17","33325800","-",NA
"54037916","SICOOB PA - IBITINGA","RUA PRUDENTE DE MORAES, 949","-","CENTRO","14940-000","IBITINGA","SP","Brasil","16","33419700","-",NA
"54037916","SICOOB PA - INDAIATUBA","RUA NOVE DE JULHO, 218","-","CENTRO","13330-100","INDAIATUBA","SP","Brasil","17","33459000","-",NA
"54037916","SICOOB PA - ITAJOBI","RUA DR. PEDRO TOLEDO, Nº 673","-","CENTRO","15840-000","ITAJOBI","SP","Brasil","17","35466910","-",NA
"54037916","SICOOB PA - ITAPOLIS","AV. PRESIDENTE VALENTIM GENTIL, 503","-","CENTRO","14900-000","ITAPOLIS","SP","Brasil","16","32639555","-",NA
"54037916","SICOOB PA - JALES","AV. JOAO AMADEU, 2585","-","CENTRO","15700-000","JALES","SP","Brasil","17","36244550","-",NA
"54037916","SICOOB PA - JOSÉ BONIFÁCIO","AVENIDA NOVE DE JULHO Nº 800","-","CENTRO","15200-000","JOSE BONIFACIO","SP","Brasil","17","32659111","-",NA
"54037916","SICOOB PA - LENÇÓIS PAULISTA","RUA XV DE NOVEMBRO, Nº 825","-","CENTRO","18680-030","LENCOIS PAULISTA","SP","Brasil","14","32691969","-",NA
"54037916","SICOOB PA - LIMEIRA","PRAÇA TOLEDO DE BARROS, 137","-","CENTRO","13480-908","LIMEIRA","SP","Brasil","19","34044299","-",NA
"54037916","SICOOB PA - LINS","RUA DOM BOSCO, 137","-","VILA ALTA","16400-505","LINS","SP","Brasil","14","35338070","-",NA
"54037916","SICOOB PA - MARILIA","AVENIDA SAMPAIO VIDAL, 947","2- PAVIMENTO, AGÊNCIA EMPRESAS","CENTRO","17500-022","MARILIA","SP","Brasil","14","34022627","-",NA
"54037916","SICOOB PA - MATAO","AVENIDA 28 DE AGOSTO, 862","-","CENTRO","15990-180","MATAO","SP","Brasil","16","33832555","-",NA
"54037916","SICOOB PA - MIRASSOL","PRAÇA ANÍSIO JOSÉ MOREIRA, 2091","-","CENTRO","15130-000","MIRASSOL","SP","Brasil","17","32438970","-",NA
"54037916","SICOOB PA - MOGI MIRIM","RUA PADRE ROQUE, 544","-","CENTRO","13800-033","MOGI-MIRIM","SP","Brasil","19","38142700","-",NA
"54037916","SICOOB PA - MONTE ALTO","RUA NHONHO DE LIVRAMENTO, 1767","-","CENTRO","15910-000","MONTE ALTO","SP","Brasil","16","32443555","-",NA
"54037916","SICOOB PA - MONTE APRAZIVEL","RUA MONTEIRO LOBATO, 252","-","CENTRO","15150-000","MONTE APRAZIVEL","SP","Brasil","17","32759555","-",NA
"54037916","SICOOB PA - MONTE AZUL PAULISTA","PRAÇA RIO BRANCO, 06","-","CENTRO","14730-000","MONTE AZUL PAULISTA","SP","Brasil","17","33619555","-",NA
"54037916","SICOOB PA - NOVA GRANADA","AV. ADOLFO RODRIGUES, 872","-","CENTRO","15440-000","NOVA GRANADA","SP","Brasil","17","32625555","-",NA
"54037916","SICOOB PA - NOVO HORIZONTE","PRAÇA NOVE DE JULHO, 10","-","CENTRO","14960-000","NOVO HORIZONTE","SP","Brasil","17","35429555","-",NA
"54037916","SICOOB PA - OLIMPIA","PRAÇA DA MATRIZ, 238","-","CENTRO","15400-081","OLIMPIA","SP","Brasil","17","32793555","-",NA
"54037916","SICOOB PA - PARAÍSO","RUA DO CAFÉ N- 446","-","CENTRO","15825-033","PARAISO","SP","Brasil","17","35679100","-",NA
"54037916","SICOOB PA - PENÁPOLIS","AVENIDA LUÍZ OSÓRIO Nº 552","-","CENTRO","16300-000","PENAPOLIS","SP","Brasil","18","36542160","-",NA
"54037916","SICOOB PA - PEREIRA BARRETO","RUA COZO TAGUCHI, 1436","-","SEDE","15370-000","PEREIRA BARRETO","SP","Brasil","18","37469000","-",NA
"54037916","SICOOB PA - PIRANGI","RUA DR. CAMPOS SALLES, 1117","-","CENTRO","15820-000","PIRANGI","SP","Brasil","17","33869080","-",NA
"54037916","SICOOB PA - PIRASSUNUNGA","RUA  DUQUE DE CAXIAS, 1234","-","CENTRO","13630-095","PIRASSUNUNGA","SP","Brasil","19","35656599","-",NA
"54037916","SICOOB PA - PITANGUEIRAS","RUA LEOLINO COTRIM Nº 153","-","CENTRO","14750-000","PITANGUEIRAS","SP","Brasil","16","39529555","-",NA
"54037916","SICOOB PA - RIBEIRAO PRETO","AVENIDA PRESIDENTE VARGAS, 2065","-","JARDIM AMÉRICA","14020-260","RIBEIRAO PRETO","SP","Brasil","16","36029555","-",NA
"54037916","SICOOB PA - RIBEIRAO PRETO - AV. 9 DE JULHO","AVENIDA NOVE DE JULHO, 512","668 - PARTE","JARDIM SUMARÉ","14025-000","RIBEIRAO PRETO","SP","Brasil","16","35194360","-",NA
"54037916","SICOOB PA - RP AV C BRANCO","AVENIDA PRESIDENTE CASTELO BRANCO, 2525","SALA 300 - ANEXO E","PQ IND LAGOINHA","14095-000","RIBEIRAO PRETO","SP","Brasil","-","-","-",NA
"54037916","SICOOB PA - SANTA ADÉLIA","RUA XV DE NOVEMBRO, 405","-","CENTRO","15950-000","SANTA ADELIA","SP","Brasil","17","35717360","-",NA
"54037916","SICOOB PA - SANTA FÉ DO SUL","RUA 7, Nº 736, QUADRA 55.","-","CENTRO","15775-000","SANTA FE DO SUL","SP","Brasil","17","36419141","-",NA
"54037916","SICOOB PA - SÃO JOSÉ DO RIO PRETO","AVENIDA BADY BASSIT, 4770","-","NOSSA SENHORA DE FATIMA","15025-000","SAO JOSE DO RIO PRETO","SP","Brasil","17","32111555","-",NA
"54037916","SICOOB PA - SÃO JOSÉ DO RIO PRETO - N.SRA.PAZ","AVENIDA NOSSA SENHORA DA PAZ, 2588","-","JARDIM ALTO ALEGRE","15055-500","SAO JOSE DO RIO PRETO","SP","Brasil","17","32021199","-",NA
"54037916","SICOOB PA - SÃO MANUEL","RUA EPITÁCIO PESSOA, 310","-","CENTRO","18652-324","SAO MANUEL","SP","Brasil","14","38128812","-",NA
"54037916","SICOOB PA - SÃO PAULO - 13 DE MAIO","RUA TREZE DE MAIO, 1376","PISO PARAISO, LOJA 424","BELA VISTA","01327-002","SAO PAULO","SP","Brasil","11","31474700","-",NA
"54037916","SICOOB PA - SÃO PAULO - AV. BRASIL","AVENIDA BRASIL, 1402","SALA 1 - PISO SUPERIOR","JARDIM AMÉRICA","01430-001","SAO PAULO","SP","Brasil","-","-","-",NA
"54037916","SICOOB PA - SÃO PAULO - CENTRO","PRAÇA RAMOS DE AZEVEDO, 206","19º ANDAR","CENTRO","01037-910","SAO PAULO","SP","Brasil","11","33505099","-",NA
"54037916","SICOOB PA - TABATINGA","RUA SIQUEIRA CAMPOS, N- 187","-","CENTRO","14910-051","TABATINGA","SP","Brasil","16","33219510","-",NA
"54037916","SICOOB PA - TAIÚVA","PRAÇA NOVE DE JULHO, 112","-","CENTRO","14720-000","TAIUVA","SP","Brasil","16","32467600","-",NA
"54037916","SICOOB PA - TAQUARITINGA","PRAÇA DOUTOR HORÁCIO RAMALHO, 03","-","CENTRO","15900-047","TAQUARITINGA","SP","Brasil","16","32539181","-",NA
"54037916","SICOOB PA - UBERABA","AVENIDA LEOPOLDINO DE OLIVEIRA, 3.880","-","CENTRO","38010-000","UBERABA","MG","Brasil","34","33199200","-",NA
"54037916","SICOOB PA - UBERLÂNDIA","AVENIDA RONDON PACHECO, 1344","SALA 01","JARDIM ALTAMIRA","38411-001","UBERLANDIA","MG","Brasil","34","32309100","-",NA
"54037916","SICOOB PA - URUPÊS","RUA JOSÉ BONIFÁCIO N° 377","-","CENTRO","15850-000","URUPES","SP","Brasil","17","35529910","-",NA
"54037916","SICOOB PA - VIRADOURO","PRACA DA MATRIZ, 140","-","CENTRO","14740-000","VIRADOURO","SP","Brasil","17","33928765","-",NA
"54037916","SICOOB PA - VISTA ALEGRE DO ALTO","RUA HERCULANO DO LIVRAMENTO, 245","-","CENTRO","15920-000","VISTA ALEGRE DO ALTO","SP","Brasil","16","32879950","-",NA
"66788142","SICOOB PA -  CAMPOS NOVOS PAULISTA","AVENIDA JOSE THEODORO DE SOUZA, 844","-","CENTRO","19960-000","CAMPOS NOVOS PAULISTA","SP","Brasil","14","34761355","-",NA
"66788142","SICOOB PA -  IBIRAREMA","RUA JOAQUIM DOS SANTOS, 152","-","CENTRO","19940-000","IBIRAREMA","SP","Brasil","14","33071161","-",NA
"66788142","SICOOB PA -  IEPÊ","RUA ANTONIO FORTUNATO PEREIRA, 336","-","CENTRO","19640-000","IEPE","SP","Brasil","18","32640345","-",NA
"66788142","SICOOB PA - ASSIS","AVENIDA NOVE DE JULHO, 437","-","CENTRO","19880-020","ASSIS","SP","Brasil","18","33217109","-",NA
"66788142","SICOOB PA - CÂNDIDO MOTA","RUA HENRIQUE VASQUES, 262","UNIDADE ADMINISTRATIVA","CENTRO","19880-039","CANDIDO MOTA","SP","Brasil","18","33419191","-",NA
"66788142","SICOOB PA - IPAUSSU","PRAÇA DR. RAPHAEL DE SOUZA, 62","-","CENTRO","18950-026","IPAUSSU","SP","Brasil","14","33443360","-",NA
"66788142","SICOOB PA - MARACAÍ","RUA PEDRO DE TOLEDO, 500","-","CENTRO","19840-000","MARACAI","SP","Brasil","18","32351020","-",NA
"66788142","SICOOB PA - PALMITAL","RUA MANOEL LEÃO REGO, 428","-","CENTRO","19970-060","PALMITAL","SP","Brasil","18","33515161","-",NA
"66788142","SICOOB PA - PARAGUAÇU PAULISTA","AVENIDA PARAGUAÇU, 164","-","CENTRO","19700-049","PARAGUACU PAULISTA","SP","Brasil","18","33621618","-",NA
"66788142","SICOOB PA - PEDRINHAS PAULISTA","AVENIDA BRASIL, 1318","-","CENTRO","19865-000","PEDRINHAS PAULISTA","SP","Brasil","18","33751288","-",NA
"66788142","SICOOB PA - PLAT CONSIGNADO","RUA HENRIQUE VASQUES, 262","UNIDADE ADMINISTRATIVA","CENTRO","19880-039","CANDIDO MOTA","SP","Brasil","18","33419190","-",NA
"66788142","SICOOB PA - POMPEIA","RUA CARLOS BUENO DE TOLEDO, 186","-","CENTRO","17580-057","POMPEIA","SP","Brasil","14","34522512","-",NA
"66788142","SICOOB PA - PROMISSÃO","AVENIDA MINAS GERAIS, 286","-","CENTRO","16370-000","PROMISSAO","SP","Brasil","14","35416774","-",NA
"66788142","SICOOB PA - RIBEIRÃO DO SUL","RUA CORONEL PAULO FARES, 837","-","CENTRO","19930-000","RIBEIRAO DO SUL","SP","Brasil","14","33791308","-",NA
"66788142","SICOOB PA - SALTO GRANDE","RUA RUI BARBOSA, 803","-","CENTRO","19920-033","SALTO GRANDE","SP","Brasil","14","33781102","-",NA
"66788142","SICOOB PA - SANTA CRUZ DO RIO PARDO","AVENIDA TIRADENTES, 634","-","CENTRO","18900-025","SANTA CRUZ DO RIO PARDO","SP","Brasil","14","33722836","-",NA
"66788142","SICOOB PA - TARUMÃ","AVENIDA TARUMÃ, 633","-","CENTRO","19820-000","TARUMA","SP","Brasil","18","33291900","-",NA
"66788142","SICOOB PA MARÍLIA","RUA ALVARES CABRAL, 395","QUADRA 0042 LOTE 0010 PTE","CENTRO","17501-100","MARILIA","SP","Brasil","14","3113413","-",NA
"66788142","SICOOB PA OURINHOS","AVENIDA CONSELHEIRO RODRIGUES ALVES, 246","-","VILA SÁ","19907-270","OURINHOS","SP","Brasil","14","33247301","-",NA
"66788142","SICOOB PA PLATAFORMA EMPRESARIAL","RUA HENRIQUE VASQUES, 262","UNIDADE ADMINISTRATIVA","CENTRO","19880-039","CANDIDO MOTA","SP","Brasil","-","-","-",NA
"3358914","SICOOB PA - AEROPORTO","RUA AGOSTINHO SEGUNDO TIRELO, 03","-","AEROPORTO","29314-030","CACHOEIRO DE ITAPEMIRIM","ES","Brasil","28","35266400","-",NA
"3358914","SICOOB PA - ANDRÔMEDA","AVENIDA ANDRÔMEDA, 3541","SALA 6","BOSQUE DOS EUCALIPTO","12233-000","SAO JOSE DOS CAMPOS","SP","Brasil","12","36005003","-",NA
"3358914","SICOOB PA - ATILIO VIVACQUA","RUA JOAQUIM MORAES, 54","-","CENTRO","29490-000","ATILIO VIVACQUA","ES","Brasil","28","35381638","-",NA
"3358914","SICOOB PA - BARRA DO PIRAÍ","AVENIDA GOVERNADOR PORTELA, 25","SALA 203","CENTRO","27120-120","BARRA DO PIRAI","RJ","Brasil","24","24420284","-",NA
"3358914","SICOOB PA - BARRA MANSA","AV. DR. FRANCISCO VILELA ANDRADE NETO, 73","A","CENTRO","27330-590","BARRA MANSA","RJ","Brasil","24","33230412","-",NA
"3358914","SICOOB PA - CACHOEIRAS MACACU","RUA PLINIO CASADO, 140","-","CAMPO DO PRADO","28681-375","CACHOEIRAS DE MACACU","RJ","Brasil","28","998857925","-",NA
"3358914","SICOOB PA - CAMPO GRANDE","ESTRADA DO MENDANHA, 789","LOJA B","CAMPO GRANDE","23087-283","RIO DE JANEIRO","RJ","Brasil","21","970143835","-",NA
"3358914","SICOOB PA - CIDADE ALEGRIA","AVENIDA FAUSTO BARBOSA DINIZ, 371","-","NOVA RESNDE","27521-754","RESENDE","RJ","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - GUAPIMIRIM","RUA DEDO DE DEUS, 332","QUADRA B/5, LOTEAMENTO FAZENDO PAIOL","CENTRO","25945-856","GUAPIMIRIM","RJ","Brasil","28","999239543","-",NA
"3358914","SICOOB PA - ITAGUAÍ","RUA GENERAL QUINITINO BOCAÚIVA, 10","SALA 207","CENTRO","23815-310","ITAGUAI","RJ","Brasil","27","37815510","-",NA
"3358914","SICOOB PA - ITAOCA PEDRA","RUA DIOCLECIO COSSI, 00","-","ITAOCA","29325-000","CACHOEIRO DE ITAPEMIRIM","ES","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - MUQUI","RUA VIEIRA MACHADO, 567","-","CENTRO","29480-000","MUQUI","ES","Brasil","28","35542529","-",NA
"3358914","SICOOB PA - NOVA FRIBURGO","AV. GOVERNARDOR ROBERTO SILVEIRA, 2998","LOJA 02, SOBRELOJA, DEPóSITO 02","PRADO","28635-000","NOVA FRIBURGO","RJ","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - NOVO PARQUE","AV. JOSÉ ROSA MACHADO, 161","-","NOVO PARQUE","29309-278","CACHOEIRO DE ITAPEMIRIM","ES","Brasil","28","35260455","-",NA
"3358914","SICOOB PA - PARACAMBI","RUA DR. NILO PEçANHA, 358","-","CENTRO","26600-000","PARACAMBI","RJ","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - PARATY","AV. ROBERTO SILVEIRA, 663","-","BAIRRO DE FÁTIMA","23970-000","PARATY","RJ","Brasil","-","-","-",NA
"3358914","SICOOB PA - PÁDUA","AVENIDA GETULIO VARGAS, 20","-","CENTRO","28470-000","SANTO ANTONIO DE PADUA","RJ","Brasil","-","-","-",NA
"3358914","SICOOB PA - PETROPOLIS","RUA IRMÃOS DANGELO, 485","SALA 506","CENTRO","25685-330","PETROPOLIS","RJ","Brasil","24","22312226","-",NA
"3358914","SICOOB PA - PINHEIRAL","RUA NILTON PENNA BOTELHO, 287","LOTE 35, QUADRA 14","SÃO JORGE","27197-000","PINHEIRAL","RJ","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - RESENDE","AV. MARECHAL CASTELO BRANCO, 265","3º ANDAR, SALA 302","JARDIM TROPICAL","27541-220","RESENDE","RJ","Brasil","28","35263200","-",NA
"3358914","SICOOB PA - RETIRO","AV. DO COMÉRCIO, 2451","-","RETIRO","27275-250","VOLTA REDONDA","RJ","Brasil","24","33470597","-",NA
"3358914","SICOOB PA - TERESÓPOLIS","TRAVESSA RANULFO FEO, 36","COB/01-02","VARZEA","25953-650","TERESOPOLIS","RJ","Brasil","21","26433291","-",NA
"3358914","SICOOB PA - VALENÇA","RUA RAFAEL JANNUZZI, 23","LOJA 1 BLOCO II","CENTRO","27600-971","VALENCA","RJ","Brasil","-","-","-",NA
"3358914","SICOOB PA - VILA INDUSTRIAL","AVENIDA JUSCELINO KUBISTCHECK, 8024","QUADRA G03, LOTES 04 E 05P","VILA INDUSTRIAL","12215-380","SAO JOSE DOS CAMPOS","SP","Brasil","12","35705250","-",NA
"3358914","SICOOB PA - VILA SANTA CECILIA","RUA 33, 145","LOJA 01 E 02","VILA SANTA CECILIA","27261-310","VOLTA REDONDA","RJ","Brasil","24","33499131","-",NA
"3358914","SICOOB PA - VOLTA REDONDA","AVENIDA PAULO DE FRONTIN, 431","-","ATERRADO","27215-580","VOLTA REDONDA","RJ","Brasil","24","35123055","-",NA
"3358914","SICOOB PA -N.FRIBURGO CENTRO","AV ALBERTO BRAUNE, 94","-","CENTRO","28613-000","NOVA FRIBURGO","RJ","Brasil","-","-","-",NA
"3358914","SICOOB PA VASSOURAS","PRAÇA MARTINHO NÓBREGA, 10","LOTE 12","CENTRO","27700-000","VASSOURAS","RJ","Brasil","24","999615360","-",NA
"22656789","PAE   EUGENOPOLIS 02","PRACA ANGELO RAFAEL BARBUTO, 58","-","CENTRO","36855-000","EUGENOPOLIS","MG","Brasil","-","-","-",NA
"22656789","PAE - ALTO CAPARAO 01","AV. PICO DA BANDEIRA, 1449","-","AGUA VERDE","36979-000","ALTO CAPARAO","MG","Brasil","32","32472600","-",NA
"22656789","PAE - ALTO JEQUITIBÁ 01","AV. CATARINA ELLER, 797","-","CENTRO","36976-000","ALTO JEQUITIBA","MG","Brasil","33","33431496","-",NA
"22656789","PAE - BARRA 01","AV. MONTEIRO DE CASTRO, 621","-","BARRA","36880-000","MURIAE","MG","Brasil","-","-","-",NA
"22656789","PAE - BARRA 02","AV MONTEIRO DE CASTRO, 621","-","BARRA","36880-000","MURIAE","MG","Brasil","-","-","-",NA
"22656789","PAE - CAIANA 01","RUA ANTONIO SILVA, 114","LOJA 02","CENTRO","36832-000","CAIANA","MG","Brasil","32","37451200","-",NA
"22656789","PAE - CAPARAO 01","RUA JULIO DE ASSIS, 85","-","CENTRO","36834-000","CAPARAO","MG","Brasil","32","37471025","-",NA
"22656789","PAE - DIVINO 01","RUA PRESIDENTE VARGAS, 65","-","CENTRO","38820-000","DIVINO","MG","Brasil","32","37431250","-",NA
"22656789","PAE - DORES DO RIO PRETO - ES 01","RUA MIGUEL MOREIRA, 22","-","CENTRO","29580-000","DORES DO RIO PRETO","ES","Brasil","32","35591265","-",NA
"22656789","PAE - DORNELAS 01","RUA JOAO DORNELAS, 390","-","DORNELAS","36880-000","MURIAE","MG","Brasil","-","-","-",NA
"22656789","PAE - DORNELAS 02","RUA JOAO DORNELAS, 390","-","DORNELAS","36880-000","MURIAE","MG","Brasil","-","-","-",NA
"22656789","PAE - ERVALIA 01","RUA CAPITAO AMERICO TAVEIRA, 90","-","CENTRO","36555-000","ERVALIA","MG","Brasil","-","-","-",NA
"22656789","PAE - ESPERA  FELIZ 01","RUA JOAO SEBASTIAO DE AMORIM, 66","-","CENTRO","36830-000","ESPERA FELIZ","MG","Brasil","32","37462902","-",NA
"22656789","PAE - ESPERA FELIZ 02","RUA JOAO SEBASTIAO DE AMORIM, 66","-","CENTRO","36830-000","ESPERA FELIZ","MG","Brasil","32","37462902","-",NA
"22656789","PAE - ESPERA FELIZ 03","RUA JOAO SEBASTIAO DO AMORIM, 66","-","CENTRO","36830-000","ESPERA FELIZ","MG","Brasil","32","37462902","-",NA
"22656789","PAE - ESPERA FELIZ 04","RUA JOAO SEBASTIAO DO AMORIM, 66","-","CENTRO","36830-000","ESPERA FELIZ","MG","Brasil","-","-","-",NA
"22656789","PAE - EUGENOPOLIS 01","PRAÇA ANGELO RAFAEL BARBUTO, 58","-","CENTRO","36855-000","EUGENOPOLIS","MG","Brasil","-","-","-",NA
"22656789","PAE - FERVEDOURO 01","AV. BRAULIR MARCELINO DO PRADO, 196","-","CENTRO","36815-000","FERVEDOURO","MG","Brasil","32","37421171","-",NA
"22656789","PAE - MIRADOURO 01","RUA ALFERES CHIQUINHO, 47","-","CENTRO","36893-000","MIRADOURO","MG","Brasil","-","-","-",NA
"22656789","PAE - MIRAI 01","PRAÇA DR. MIGUEL PEREIRA, 131","-","CENTRO","36790-000","MIRAI","MG","Brasil","-","-","-",NA
"22656789","PAE - MURIAE CENTRO 01","RUA PASCHOAL BERNARDINO, 101","-","CENTRO","36880-000","MURIAE","MG","Brasil","32","37293200","-",NA
"22656789","PAE - MURIAE CENTRO 02","RUA PASCHOAL BERNARDINO, 101","-","CENTRO","36880-000","MURIAE","MG","Brasil","32","37293200","-",NA
"22656789","PAE - MURIAE CENTRO 03","RUA PASCHOAL BERNARDINO, 101","-","CENTRO","36880-000","MURIAE","MG","Brasil","32","37293200","-",NA
"22656789","PAE - MURIAE CENTRO 04","RUA PASCHOAL BERNARDINO, 101","-","CENTRO","36880-000","MURIAE","MG","Brasil","32","37293200","-",NA
"22656789","PAE - MURIAE CENTRO 05","RUA PASCHOAL BERNARDINO, 101","-","CENTRO","36880-000","MURIAE","MG","Brasil","32","37293200","-",NA
"22656789","PAE - ORIZANIA 01","PRACA DIMAS MARTINS VIANA, 127","-","CENTRO","36828-000","ORIZANIA","MG","Brasil","32","37437178","-",NA
"22656789","PAE - PATROCINIO DE MURIAE 01","AVENIDA SILVEIRA BRUM, 63","SALA 05 E 06","CENTRO","36860-000","PATROCINIO DO MURIAE","MG","Brasil","32","37261373","-",NA
"22656789","PAE - SAO SEBASTIAO DA VARGEM ALEGRE 01","AV AFONSO ALVES PERFEIRA, S/N","-","CENTRO","36793-000","SAO SEBASTIAO DA VARGEM ALEGRE","MG","Brasil","-","-","-",NA
"22656789","PAE - UBA 01","RUA PEIXOTO FILHO, 122","-","CENTRO","36500-000","UBA","MG","Brasil","-","-","-",NA
"22656789","PAE - VARRE-SAI 01","RUA DEPUTADO FRANCELINO BASTOS FRANCA, 16","-","CENTRO","28375-000","VARRE-SAI","RJ","Brasil","32","38433964","-",NA
"22656789","PAE - VIEIRAS 01","PRAÇA DOM DELFIM, 101","-","CENTRO","36895-000","VIEIRAS","MG","Brasil","-","-","-",NA
"22656789","SICOOB PA - ALTO CAPARAO","AV. PICO DA BANDEIRA, 1449","-","CENTRO","36836-000","ALTO CAPARAO","MG","Brasil","32","37472600","-",NA
"22656789","SICOOB PA - ALTO JEQUITIBA","AV. CATARINA ELLER, 797","-","CENTRO","36976-000","ALTO JEQUITIBA","MG","Brasil","33","33431496","-",NA
"22656789","SICOOB PA - CAIANA","RUA ANTONIO  SILVA, 114","LOJA 02","CENTRO","36832-000","CAIANA","MG","Brasil","32","37451200","-",NA
"22656789","SICOOB PA - CAPARAO","RUA JULIO DE ASSIS, 85","-","CENTRO","36834-000","CAPARAO","MG","Brasil","32","37471025","-",NA
"22656789","SICOOB PA - DIVINO","RUA MARINHO CARLOS DE SOUZA, 58","-","CENTRO","36820-000","DIVINO","MG","Brasil","32","37711362","-",NA
"22656789","SICOOB PA - DORES DO RIO PRETO","AVENIDA FIRMINO DIAS, 138","-","CENTRO","29580-000","DORES DO RIO PRETO","ES","Brasil","28","31991337","-",NA
"22656789","SICOOB PA - DORNELAS","RUA JOÃO DORNELAS, 390","-","DORNELAS","36884-179","MURIAE","MG","Brasil","32","37222278","-",NA
